freq,siec,nrg_cons,unit,tax,currency,geo,time,value
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,EL,2020-S2,0.1641
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,EL,2021-S1,0.168
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,EL,2021-S2,0.1974
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,EL,2022-S1,0.2101
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,EL,2022-S2,0.2438
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,EL,2023-S1,0.2327
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,EL,2023-S2,0.2309
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,EL,2024-S1,0.2218
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,EL,2024-S2,0.2311
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,EL,2025-S1,0.2305
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,EL,2025-S2,0.2381
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2007-S2,0.14
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2008-S1,0.1366
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2008-S2,0.1557
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2009-S1,0.1577
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2009-S2,0.1684
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2010-S1,0.1728
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2010-S2,0.1851
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2011-S1,0.1981
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2011-S2,0.2088
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2012-S1,0.219
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2012-S2,0.2275
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2013-S1,0.2228
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2013-S2,0.2273
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2014-S1,0.2165
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2014-S2,0.2367
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2015-S1,0.2309
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2015-S2,0.237
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2016-S1,0.2185
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2016-S2,0.2284
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2017-S1,0.2296
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2017-S2,0.2177
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2018-S1,0.2383
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2018-S2,0.2477
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2019-S1,0.2403
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2019-S2,0.2394
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2020-S1,0.2239
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2020-S2,0.2298
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2021-S1,0.2323
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2021-S2,0.2816
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2022-S1,0.3071
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2022-S2,0.335
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2023-S1,0.2454
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2023-S2,0.2347
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2024-S1,0.2436
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2024-S2,0.2408
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2025-S1,0.2612
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,ES,2025-S2,0.2669
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2007-S2,0.1149
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2008-S1,0.1223
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2008-S2,0.1273
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2009-S1,0.1296
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2009-S2,0.1289
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2010-S1,0.1325
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2010-S2,0.137
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2011-S1,0.154
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2011-S2,0.1573
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2012-S1,0.1549
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2012-S2,0.1559
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2013-S1,0.1578
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2013-S2,0.1559
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2014-S1,0.1563
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2014-S2,0.1538
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2015-S1,0.1552
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2015-S2,0.153
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2016-S1,0.1541
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2016-S2,0.1545
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2017-S1,0.1581
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2017-S2,0.1599
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2018-S1,0.1612
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2018-S2,0.1698
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2019-S1,0.1734
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2019-S2,0.1783
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2020-S1,0.174
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2020-S2,0.1773
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2021-S1,0.1767
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2021-S2,0.184
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2022-S1,0.1934
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2022-S2,0.2474
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2023-S1,0.2557
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2023-S2,0.2403
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2024-S1,0.2489
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2024-S2,0.2319
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2025-S1,0.2276
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FI,2025-S2,0.2254
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2007-S2,0.1222
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2008-S1,0.1213
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2008-S2,0.1203
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2009-S1,0.1206
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2009-S2,0.1207
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2010-S1,0.1283
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2010-S2,0.135
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2011-S1,0.1383
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2011-S2,0.1422
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2012-S1,0.1392
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2012-S2,0.1501
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2013-S1,0.1524
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2013-S2,0.1596
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2014-S1,0.1585
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2014-S2,0.1702
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2015-S1,0.1676
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2015-S2,0.1682
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2016-S1,0.1685
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2016-S2,0.1711
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2017-S1,0.1704
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2017-S2,0.1756
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2018-S1,0.1748
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2018-S2,0.1799
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2019-S1,0.1778
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2019-S2,0.1913
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2020-S1,0.1893
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2020-S2,0.1958
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2021-S1,0.1946
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2021-S2,0.2022
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2022-S1,0.2092
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2022-S2,0.2204
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2023-S1,0.23
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2023-S2,0.2591
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2024-S1,0.2847
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2024-S2,0.2926
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2025-S1,0.2671
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,FR,2025-S2,0.2561
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2007-S1,0.0924
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2007-S2,0.0984
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2008-S1,0.099
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2008-S2,0.1184
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2009-S1,0.1151
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2009-S2,0.1164
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2010-S1,0.1151
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2010-S2,0.1153
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2011-S1,0.1137
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2011-S2,0.1146
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2012-S1,0.1208
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2012-S2,0.1384
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2013-S1,0.1372
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2013-S2,0.135
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2014-S1,0.1312
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2014-S2,0.1324
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2015-S1,0.1317
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2015-S2,0.1312
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2016-S1,0.1311
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2016-S2,0.1331
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2017-S1,0.1196
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2017-S2,0.1236
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2018-S1,0.1311
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2018-S2,0.1321
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2019-S1,0.1321
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2019-S2,0.1324
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2020-S1,0.1301
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2020-S2,0.1307
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2021-S1,0.1291
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2021-S2,0.1313
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2022-S1,0.1354
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2022-S2,0.1479
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2023-S1,0.148
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2023-S2,0.148
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2024-S1,0.1472
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2024-S2,0.1483
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2025-S1,0.1618
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HR,2025-S2,0.1658
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2007-S2,0.1296
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2008-S1,0.1548
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2008-S2,0.1553
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2009-S1,0.1483
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2009-S2,0.1662
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2010-S1,0.1701
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2010-S2,0.1574
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2011-S1,0.1682
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2011-S2,0.1553
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2012-S1,0.1549
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2012-S2,0.1618
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2013-S1,0.1397
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2013-S2,0.1326
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2014-S1,0.1202
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2014-S2,0.1146
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2015-S1,0.1127
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2015-S2,0.1145
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2016-S1,0.1114
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2016-S2,0.1125
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2017-S1,0.1125
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2017-S2,0.1134
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2018-S1,0.1123
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2018-S2,0.1118
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2019-S1,0.112
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2019-S2,0.1097
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2020-S1,0.1031
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2020-S2,0.1009
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2021-S1,0.101
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2021-S2,0.1003
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2022-S1,0.0948
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2022-S2,0.1084
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2023-S1,0.1157
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2023-S2,0.1132
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2024-S1,0.1094
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2024-S2,0.1032
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2025-S1,0.104
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,HU,2025-S2,0.1082
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2007-S2,0.1918
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2008-S1,0.1769
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2008-S2,0.2033
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2009-S1,0.203
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2009-S2,0.1855
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2010-S1,0.1804
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2010-S2,0.1875
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2011-S1,0.1901
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2011-S2,0.2086
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2012-S1,0.2155
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2012-S2,0.2289
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2013-S1,0.2295
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2013-S2,0.2405
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2014-S1,0.2407
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2014-S2,0.2536
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2015-S1,0.2426
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2015-S2,0.2454
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2016-S1,0.232
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2016-S2,0.2338
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2017-S1,0.2305
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2017-S2,0.2355
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2018-S1,0.2369
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2018-S2,0.2539
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2019-S1,0.2423
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2019-S2,0.2546
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2020-S1,0.2409
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2020-S2,0.2616
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2021-S1,0.2555
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2021-S2,0.2974
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2022-S1,0.2324
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2022-S2,0.3225
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2023-S1,0.2735
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2023-S2,0.3794
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2024-S1,0.259
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2024-S2,0.3046
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2025-S1,0.3231
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IE,2025-S2,0.4042
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2008-S1,0.2031
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2008-S2,0.2227
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2009-S1,0.2098
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2009-S2,0.1997
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2010-S1,0.1965
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2010-S2,0.192
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2011-S1,0.1987
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2011-S2,0.2065
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2012-S1,0.2132
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2012-S2,0.2297
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2013-S1,0.2292
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2013-S2,0.2323
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2014-S1,0.2446
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2014-S2,0.2338
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2015-S1,0.245
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2015-S2,0.2428
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2016-S1,0.2342
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2016-S2,0.2261
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2017-S1,0.2132
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2017-S2,0.208
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2018-S1,0.2067
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2018-S2,0.2161
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2019-S1,0.2301
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2019-S2,0.2341
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2020-S1,0.2226
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2020-S2,0.2153
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2021-S1,0.2259
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2021-S2,0.236
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2022-S1,0.3115
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2022-S2,0.3641
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2023-S1,0.3782
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2023-S2,0.3347
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2024-S1,0.3274
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2024-S2,0.3111
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2025-S1,0.3291
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,IT,2025-S2,0.2966
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2007-S2,0.087
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2008-S1,0.086
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2008-S2,0.0865
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2009-S1,0.0951
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2009-S2,0.0926
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2010-S1,0.1156
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2010-S2,0.1216
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2011-S1,0.1214
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2011-S2,0.1221
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2012-S1,0.126
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2012-S2,0.1268
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2013-S1,0.137
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2013-S2,0.1391
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2014-S1,0.133
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2014-S2,0.1319
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2015-S1,0.1256
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2015-S2,0.1243
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2016-S1,0.1231
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2016-S2,0.1171
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2017-S1,0.1116
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2017-S2,0.1107
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2018-S1,0.1097
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2018-S2,0.1097
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2019-S1,0.1255
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2019-S2,0.1254
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2020-S1,0.1426
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2020-S2,0.1321
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2021-S1,0.1348
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2021-S2,0.1477
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2022-S1,0.1497
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2022-S2,0.2429
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2023-S1,0.282
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2023-S2,0.2223
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2024-S1,0.2315
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2024-S2,0.2144
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2025-S1,0.2109
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LT,2025-S2,0.1955
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2007-S1,0.1684
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2007-S2,0.1645
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2008-S1,0.1645
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2008-S2,0.1609
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2009-S1,0.1882
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2009-S2,0.1882
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2010-S1,0.1726
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2010-S2,0.1747
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2011-S1,0.1678
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2011-S2,0.1662
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2012-S1,0.1696
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2012-S2,0.1706
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2013-S1,0.1665
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2013-S2,0.1646
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2014-S1,0.1738
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2014-S2,0.1738
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2015-S1,0.1767
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,LU,2015-S2,0.1767
